_id,OBJECTID,PROJ_NUM,LAST_UPDATED_DATE,PROJECT,LOCATION,DETAILS,DURATION/ Construction Timeline,STATUS,INV_PRIORITY,OWNER,CONTACT_NAME,CONTACT_EMAIL,INV_WEB_SITE,INV_DISPLAY_PROGRAM,INV_DISPLAY_SYMBOL,START_YEAR,CONTR_NUMBER,geometry
318,2196626, ,2024-06-28,Major Road Rehabilitation,WELLESLEY ST E<br> From: JARVIS ST<br> To: WELLESLEY PL ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q4 2025 - Q4 2026,Active,None,Transportation Services,"Rooban Markandu, Engineering and Construction Services",rmarkan2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.378347042732, 43.6662853071037], [-79.3774152980227, 43.6664850775074], [-79.3773127746828, 43.6665039693368], [-79.3772673745066, 43.6665060629192], [-79.3771889503177, 43.6665157901465], [-79.3769864493873, 43.6664726360441], [-79.3768000444493, 43.6664473305757], [-79.3766627840633, 43.6664322853521], [-79.3765008860926, 43.6664289240854]]]}"
319,2196636, ,2024-06-28,Local Road Reconstruction,SYMES RD<br> From: [24 m W] GLEN SCARLETT RD<br> To: TERRY DR ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2023 - Q2 2024 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Marfique Ahmed, Engineering and Construction Services",mahmed2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2023,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4785837727567, 43.6737067467528], [-79.4806395136923, 43.6738416111984], [-79.4811507750738, 43.6738743444482]]]}"
320,2196640,TS2023-15-006,2024-06-28,Local Road Reconstruction,BRIDLE PATH THE<br> From: [350 m E] BAYVIEW AVE<br> To: BAYVIEW AVE ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2024 - Q3 2025 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Matthew McAinsh, Engineering and Construction Services",mmcains@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3822969055552, 43.7385257348016], [-79.3809399627229, 43.7388084709475], [-79.3781692763501, 43.7393685596219], [-79.3780820753161, 43.7393863340636]]]}"
321,2196641, ,2024-06-28,Major Road Rehabilitation,WELLESLEY ST E<br> From: WELLESLEY PL<br> To: HOMEWOOD AVE (TO) ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q4 2025 - Q4 2026,Active,None,Transportation Services,"Rooban Markandu, Engineering and Construction Services",rmarkan2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3765008860926, 43.6664289240854], [-79.3763109933683, 43.6664296099067], [-79.3761593377928, 43.6664382670192], [-79.3760344117811, 43.6664551261323], [-79.3758529004957, 43.6664862717973]]]}"
322,2196642, ,2024-06-28,Major Road Rehabilitation,WELLESLEY ST E<br> From: HOMEWOOD AVE (TO)<br> To: SHERBOURNE ST ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q4 2025 - Q4 2026,Active,None,Transportation Services,"Rooban Markandu, Engineering and Construction Services",rmarkan2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3758529004957, 43.6664862717973], [-79.3757151492642, 43.6665228925646], [-79.3755319107982, 43.6665916074126], [-79.3753479945489, 43.6666700696721], [-79.3751682460721, 43.6667655757121], [-79.3750017042711, 43.6668724015854], [-79.3748581028455, 43.6669787302527], [-79.3746839152614, 43.6670945216184]]]}"
323,2199125,TS2023-14_19-171,2024-07-10,Local Road Rehabilitation,FELSTEAD AVE<br> From: MONARCH PARK AVE<br> To: PARKMOUNT RD ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q1 2024 - Q4 2024,Active,None,Transportation Services,"Angela Au, Engineering and Construction Services",aau2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3257314106619, 43.6790973875308], [-79.3247521710199, 43.6793074123336]]]}"
324,2201780, ,2024-07-23,Local Road Rehabilitation,BALMORAL AVE<br> From: POPLAR PLAINS RD<br> To: WARREN RD ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2025 - Q3 2026,Active,None,Transportation Services,"Bill Dakogiannis, Engineering and Construction Services",bdakogi@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4030980672066, 43.6842575396338], [-79.4032636221751, 43.6842311800091], [-79.4055502660166, 43.6837768789773]]]}"
325,2201784, ,2024-07-23,Laneway Reconstruction,FITZROY TER<br> From: [50 m W] KENSINGTON AVE (TO)<br> To: [52 m W] KENSINGTON AVE (TO) [END] ,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",2025 - 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Steven Bertolo, Engineering and Construction Services",sbertol@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4007953113944, 43.6533083653234], [-79.4009283435397, 43.6532792262868]]]}"
326,2202126, ,2024-07-25,Local Road Reconstruction,[N-S] BRAESIDE RD [BRANCH]<br> From: BRAESIDE CRES<br> To: WANLESS CRES ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2026 - Q4 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Osa Ehioghiren, Engineering and Construction Services",oehiogh@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3905438770258, 43.7291351168728], [-79.3903556057408, 43.7285535645649], [-79.3902974325337, 43.728442046429]]]}"
327,2202128, ,2024-07-25,Local Road Reconstruction,HASLEMERE RD<br> From: KAPPELE AVE<br> To: LANGTON AVE ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2026 - Q4 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Osa Ehioghiren, Engineering and Construction Services",oehiogh@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.39372291358, 43.729331976542], [-79.3920647113751, 43.7297043070483]]]}"
